version,ver_env,lid,magnitude,huc,benchmark_source,extent_config,calibrated,false_negatives_count,false_positives_count,true_negatives_count,true_positives_count,ACC,Bal_ACC,CSI,EQUITABLE_THREAT_SCORE,F1_SCORE,FAR,PND,FALSE_OMISSION_RATE,FALSE_POSITIVE_RATE,FOWLKES_MALLOW_INDEX,MCC,NEGATIVE_LIKELIHOOD_RATIO,NPV,BIAS,POSITIVE_LIKELIHOOD_RATIO,PPV,PREVALENCE,PREVALENCE_THRESHOLD,TNR,TPR,contingency_tot_count,TP_perc,FP_perc,TN_perc,FN_perc,cell_area_m2,TP_area_km2,FP_area_km2,TN_area_km2,FN_area_km2,contingency_tot_area_km2,predPositive_area_km2,predNegative_area_km2,obsPositive_area_km2,obsNegative_area_km2,positiveDiff_area_km2,masked_count,masked_perc,masked_area_km2,predPositive_perc,predNegative_perc,obsPositive_perc,obsNegative_perc,positiveDiff_perc
fim_4_5_2_11,DEV,,100yr,11090203,ble,GMS,False,1190123.0,283176.0,21526671.0,1896749.0,0.9408235679568862,0.8007363904502527,0.5628255146514234,0.5247062921312505,0.7202666060605716,0.12990171680218357,0.3855433591026774,0.052389566943293144,0.012983859996817034,0.7311892151449292,0.7013055935412111,0.39061505022748066,0.9476104330567069,0.7061922230659385,47.324650839423356,0.8700982831978165,0.1239871004689413,0.1269149651945999,0.9870161400031829,0.6144566408973225,24896719.0,7.618469726874452,1.1374028842917012,86.46388706881417,4.780240320019678,9.0,17.070741,2.548584,193.740039,10.711107,224.070471,19.619325,204.451146,27.781848,196.288623,-8.162523,338144.0,1.3399874609979059,3.043296,8.755872611166154,91.24412738883385,12.39871004689413,87.60128995310586,-3.6428374357279765
fim_4_5_2_11,DEV,,500yr,11090203,ble,GMS,False,1290212.0,271409.0,21087979.0,2247119.0,0.9372760322354122,0.8112757783374208,0.5899901279688295,0.5474752025324314,0.7421305548890752,0.1077649325320187,0.3647416653968769,0.05765488372138749,0.012706777928281466,0.752861051611926,0.7208114819850037,0.36943600669263127,0.9423451162786125,0.7119853923763425,49.993659933981306,0.8922350674679813,0.1420802074361686,0.12390622573340339,0.9872932220717185,0.6352583346031231,24896719.0,9.025763595596672,1.0901396284385907,84.70183962794455,5.182257148020187,9.0,20.224071,2.442681,189.791811,11.611908,224.070471,22.666752,201.403719,31.835979,192.234492,-9.169227,338144.0,1.3399874609979059,3.043296,10.115903224035264,89.88409677596474,14.208020743616858,85.79197925638314,-4.092117519581594
